TFSC,NULL,1439682002766,[]
RXII,$0.3889,1439682145525,[u'419,972']
RYAAY,$75.3137,1439682145555,[u'160,326']
STBA,$30.74,1439682145628,[u'38,636']
SANW,$4.55,1439682145673,[u'5,578']
SBRA,$25.9452,1439682145695,[u'172,846']
SABR,$28.3676,1439682145833,[u'2,623,922']
SBRAP,$25.8855,1439682145878,[u'700']
SAEX,$3.34,1439682145901,[u'7,751']
SAFT,$55.78,1439682145942,[u'24,091']
SGNT,$19.68,1439682146025,[u'214,715']
SAGE,$58.63,1439682146046,[u'324,825']
SAIA,$41.57,1439682146127,[u'79,029']
SAJA,$5.1,1439682146212,[u'60']
SALM,$6.07,1439682146305,[u'19,129']
SAL,$29.28,1439682146324,[u'410']
SNDK,$57.8,1439682146352,[u'1,192,523']
SAFM,$74.93,1439682146407,[u'139,450']
SASR,$27.18,1439682146472,[u'99,422']
SGMO,$8.75,1439682146510,[u'573,272']
GCVRZ,$0.202,1439682146574,[u'67,822']
SANM,$21.35,1439682146599,[u'191,905']
SPNS,$12.19,1439682146709,[u'20,926']
SRPT,$35.4501,1439682146726,[u'904,073']
SBFG,$11,1439682146771,[u'140']
SBFGP,NULL,1439682146840,[]
SCSC,$36.53,1439682146917,[u'69,420']
SBAC,$126.8146,1439682147039,[u'353,088']
SMIT,$2.9,1439682147062,[u'1,618']
SCHN,$16.65,1439682147094,[u'222,301']
SCHL,$43.08,1439682147115,[u'134,484']
SCLN,$8.17,1439682147141,[u'305,498']
SGMS,$12.05,1439682147257,[u'432,390']
SQI,$12.2,1439682147305,[u'78,456']
SCYX,$6.89,1439682147417,[u'6,012']
SBCF,$15.56,1439682147584,[u'106,657']
SEAC,$6.29,1439682147603,[u'58,032']
SHIP,$0.8,1439682147668,[u'6,100']
STX,$52.05,1439682147717,[u'2,576,606']
SRSC,$5.9,1439682147736,[u'7,479']
SHLD,$25.18,1439682147904,[u'374,714']
SHLDW,$15,1439682147925,[u'108,827']
SHOS,$7.14,1439682147956,[u'57,913']
SGEN,$44,1439682148038,[u'463,049']
EYES,$12.61,1439682148059,[u'118,921']
SPNE,$14.9,1439682148094,[u'70,281']
SNFCA,$8,1439682148177,[u'10,232']
SEIC,$54.801,1439682148196,[u'230,130']
SCSS,$25.78,1439682148260,[u'161,890']
SLCT,$7.99,1439682148292,[u'2,486']
SLTC,$4.05,1439682148419,[u'4,442']
LEDS,$0.47,1439682148522,[u'20,557']
SIGI,$32.12,1439682148565,[u'157,314']
SMLR,$3.25,1439682148601,[u'400']
SENEA,$29.24,1439682148653,[u'11,306']
SMTC,$17.13,1439682148702,[u'311,454']
SENEB,NULL,1439682148713,[]
SNMX,$6.99,1439682148738,[u'188,054']
SQNM,$2.275,1439682148847,[u'498,635']
SQBG,$16.52,1439682148919,[u'74,924']
MCRB,$38.97,1439682148959,[u'99,857']
SFBS,$39.15,1439682149042,[u'22,990']
SEV,NULL,1439682149096,[]
SREV,$5.71,1439682149150,[u'353,002']
SVBI,$4.95,1439682149193,[u'30']
SFXE,$1.38,1439682149259,[u'2,556,330']
SGOC,$0.46,1439682149325,[u'15,425']
GAME,$6.79,1439682149400,[u'11,999']
SMED,$6.8,1439682149439,[u'22,485']
SHEN,$41.79,1439682149484,[u'45,246']
SHPG,$243.9101,1439682149560,[u'86,633']
SHLO,$12.12,1439682149608,[u'12,100']
SCVL,$27.95,1439682149633,[u'26,426']
SHBI,$9.77,1439682149727,[u'626']
SHOR,$7.5,1439682149752,[u'151,475']
SFLY,$40.73,1439682149811,[u'147,594']
SIFI,$11.66,1439682149845,[u'1,410']
SIEB,$1.49,1439682149914,[u'203']
SIEN,$25.01,1439682149991,[u'9,444']
BSRR,$17.23,1439682150075,[u'8,970']
SWIR,$25.73,1439682150097,[u'299,817']
SIGM,$9.84,1439682150189,[u'168,316']
SIFY,$1.26,1439682150241,[u'8,694']
SIAL,$139.65,1439682150284,[u'461,848']
SGMA,$5.59,1439682150319,[u'6,889']
SGNL,$1.45,1439682150400,[u'135,549']
SBNYW,NULL,1439682150421,[]
SBNY,$143.3287,1439682150437,[u'102,632']
SLGN,$55.16,1439682150517,[u'60,146']
SGI,$5.33,1439682150636,[u'150,017']
SILC,$27,1439682150647,[u'3,216']
SLAB,$43.79,1439682150756,[u'111,897']
SIMO,$23.8568,1439682150840,[u'408,875']
SSRI,$6.39,1439682150879,[u'822,390']
SPIL,$5.52,1439682150899,[u'322,412']
SAMG,$13.4,1439682150922,[u'3,624']
SFNC,$44.87,1439682150991,[u'68,301']
SLP,$6.32,1439682151123,[u'7,684']
SINA,$39.977,1439682151160,[u'401,302']
SBGI,$28.36,1439682151250,[u'645,485']
SMAC,$9.9499,1439682151281,[u'450']
SMACR,$0.85,1439682151300,[u'300']
SMACU,NULL,1439682151332,[]
SINO,$1.17,1439682151417,[u'2,020']
SVA,$5.81,1439682151478,[u'35,905']
SIRI,$3.92,1439682151565,[u'17,053,902']
SIRO,$101.48,1439682151630,[u'93,925']
SITO,$3.76,1439682151653,[u'21,057']
SZMK,$6.27,1439682151694,[u'400,194']
SKYS,NULL,1439682151719,[]
SKUL,$7.36,1439682151837,[u'92,569']
MOBI,$4.04,1439682151855,[u'129,621']
SKBI,$1.54,1439682151981,[u'1,759']
SKYW,$17.45,1439682152016,[u'259,590']
SPU,$1.03,1439682152056,[u'87,671']
SWKS,$88.7,1439682152099,[u'1,554,063']
ISM,$22.88,1439682152128,[u'820']
JSM,$20.12,1439682152215,[u'13,423']
OSM,$23.66,1439682152234,[u'3,450']
SLM,$8.9318,1439682152309,[u'1,415,944']
SLMBP,$55.58,1439682152426,[u'790']
SLMAP,$48.05,1439682152490,[u'300']
SMT,$0.69,1439682152505,[u'27,125']
SWHC,$17.07,1439682152586,[u'287,245']
SPRO,$2.05,1439682152630,[u'5,040']
SMTX,$1.54,1439682152653,[u'13,750']
SMSI,$0.84,1439682152671,[u'25,746']
SMTP,$5.4,1439682152690,[u'6,715']
LNCE,$34.25,1439682152762,[u'89,307']
SODA,$16.0052,1439682152917,[u'102,242']
SUNS,$15.26,1439682152991,[u'7,154']
SLRC,$18.37,1439682153006,[u'119,796']
SOHU,$50.25,1439682153025,[u'251,541']
SLTD,$3.62,1439682153121,[u'119,033']
SCTY,$49,1439682153174,[u'1,186,878']
SZYM,$2.21,1439682153275,[u'231,417']
SONC,$29.01,1439682153294,[u'396,031']
SOFO,$6.49,1439682153321,[u'14,724']
SEDG,$27.25,1439682153355,[u'544,919']
SONS,$7.54,1439682153376,[u'220,354']
SPHS,$0.94,1439682153398,[u'491,980']
SORL,$2.05,1439682153429,[u'86,753']
SRNE,$14.76,1439682153562,[u'400,733']
SOHO,$6.84,1439682153620,[u'12,970']
SOHOL,NULL,1439682153721,[]
SOHOM,$25.85,1439682153741,[u'600']
SFBC,$20.15,1439682153826,[u'224']
SOCB,$12.88,1439682153883,[u'231,572']
SFST,$21.21,1439682153918,[u'72']
SONA,$11.49,1439682153952,[u'1,800']
SSB,$77.55,1439682153988,[u'45,072']
SMBC,$19.65,1439682154052,[u'1,554']
OKSB,$17.51,1439682154077,[u'16,532']
SBSI,$27.88,1439682154088,[u'48,238']
SP,$25.08,1439682154172,[u'24,188']
SPAN,$19.26,1439682154215,[u'196']
SBSA,$6.47,1439682154317,[u'15']
SGRP,$1.38,1439682154338,[u'958']
SPKE,$16.48,1439682154493,[u'22,482']
SPAR,$4.68,1439682154549,[u'15,308']
ONCE,$45.8,1439682154572,[u'483,419']
SPPI,$6.95,1439682154652,[u'2,264,801']
SPTN,$33.58,1439682154680,[u'68,138']
SPDC,$0.2056,1439682154730,[u'209,812']
SPEX,$0.238,1439682154795,[u'70,337']
SAVE,$60.27,1439682154840,[u'255,660']
ANY,$3.23,1439682154874,[u'1,142,302']
SPLK,$69.78,1439682154918,[u'426,113']
SPOK,$16.81,1439682154941,[u'36,212']
SPWH,$12.26,1439682154961,[u'64,084']
SFM,$21.02,1439682155194,[u'764,478']
FUND,$6.57,1439682155229,[u'15,983']
SSNC,$68.81,1439682155300,[u'48,859']
SPSC,$71.37,1439682155319,[u'36,316']
SQBK,$27.58,1439682155372,[u'22,479']
STAA,$7.75,1439682155396,[u'79,279']
STMP,$86.12,1439682155589,[u'115,435']
STLY,$3.02,1439682155679,[u'230']
SBUX,$57.1,1439682155818,[u'3,265,874']
SBLK,$2.55,1439682155847,[u'285,849']
SPLS,$14.23,1439682155864,[u'2,307,746']
SBLKL,$21,1439682155874,[u'12,390']
STRZB,NULL,1439682155916,[]
STRZA,$37.07,1439682155981,[u'230,793']
STFC,$23.79,1439682156152,[u'14,209']
STBZ,$20.07,1439682156214,[u'33,137']
SIBC,$21.19,1439682156246,[u'814']
GASS,$5.01,1439682156259,[u'20,266']
STDY,$4.83,1439682156287,[u'36,506']
SNC,$10.4,1439682156303,[u'26,422']
STLD,$20.3557,1439682156406,[u'1,199,391']
SXCL,$20.75,1439682156469,[u'1,683']
STNR,$58.39,1439682156554,[u'63,135']
SMRT,$10.33,1439682156607,[u'49,938']
STML,$10.04,1439682156638,[u'49,142']
STEM,$0.425,1439682156657,[u'147,185']
SRCL,$145.53,1439682156838,[u'205,603']
STXS,$0.94,1439682156853,[u'24,004']
STRL,$5.24,1439682156894,[u'124,324']
SHOO,$40.0752,1439682156977,[u'381,169']
STCK,$19.16,1439682156988,[u'17,053']
SYBT,$37.05,1439682157012,[u'40,545']
SSFN,$6.15,1439682157033,[u'22']
SGBK,$31,1439682157081,[u'10,750']
SSYS,$31.41,1439682157263,[u'593,016']
BANX,$16.64,1439682157319,[u'13,926']
STRS,$16.45,1439682157341,[u'2,450']
STRT,$67.67,1439682157389,[u'3,649']
STRM,$2.76,1439682157599,[u'5,441']
SCMP,$23.66,1439682157719,[u'511,370']
STRA,$54.02,1439682157738,[u'45,224']
SUBK,$27.66,1439682157772,[u'18,932']
STB,$4.15,1439682157791,[u'71,174']
SUMR,$1.85,1439682157843,[u'1,425']
SMMF,$12.37,1439682157900,[u'2,482']
SSBI,$13.37,1439682157948,[u'632']
SMMT,$12.75,1439682157977,[u'4,677']
SNHY,$33.44,1439682158076,[u'32,923']
GOMO,$4.7,1439682158146,[u'2,569']
SEMI,$12.95,1439682158171,[u'308,915']
SNBC,$19.76,1439682158193,[u'4,291']
SNSS,$1.175,1439682158209,[u'477,317']
STKL,$9.615,1439682158234,[u'249,227']
SPWR,$25.6699,1439682158344,[u'978,943']
SSH,$2.76,1439682158570,[u'19,542']
RUN,$10.04,1439682158616,[u'256,487']
SBCP,$14.39,1439682158640,[u'5,538']
SMCI,$27.55,1439682158691,[u'316,279']
SPCB,$11.18,1439682158707,[u'63,237']
SCON,$0.98,1439682158743,[u'46,374']
SUPN,$17.44,1439682158780,[u'543,972']
SGC,$17.16,1439682158832,[u'21,322']
SPRT,$1.22,1439682158889,[u'15,810']
SCAI,$38.04,1439682158920,[u'408,239']
SRDX,$23.14,1439682158994,[u'33,017']
SBBX,$12.41,1439682159039,[u'2,436']
TOR,$1.27,1439682159072,[u'800']
SIVB,$140.7681,1439682159108,[u'139,672']
SIVBO,$25.58,1439682159217,[u'2']
SWSH,$1.49,1439682159351,[u'667,485']
SYMC,$21.6,1439682159431,[u'3,054,197']
SYNC,$1.65,1439682159467,[u'31,389']
SYNL,$12.11,1439682159539,[u'2,004']
SSRG,$8.55,1439682159564,[u'2,911']
SNCR,$46.94,1439682159596,[u'149,842']
SYNA,$72.57,1439682159640,[u'406,817']
SURG,$4.48,1439682159788,[u'13,798']
SGYPU,NULL,1439682159816,[]
SYKE,$25.5,1439682159839,[u'218,067']
SGYP,$7.85,1439682159887,[u'1,587,469']
ELOS,$10.18,1439682159922,[u'34,878']
SGYPW,$3.4,1439682159972,[u'8,662']
SNPS,$51.64,1439682160008,[u'457,572']
SNTA,$2.09,1439682160218,[u'481,306']
SYNT,$43.86,1439682160253,[u'72,611']
SYMX,$1.06,1439682160270,[u'167,635']
SYPR,$1.41,1439682160318,[u'40,155']
SYUT,$6.18,1439682160347,[u'42,678']
TROW,$76.0852,1439682160392,[u'502,690']
SYRX,$1.44,1439682160447,[u'5,750']
TAIT,$0.97,1439682160543,[u'236']
TTWO,$30.7163,1439682160578,[u'899,488']
TTOO,$12.99,1439682160594,[u'45,729']
TLMR,$16.12,1439682160689,[u'116,300']
TNDM,$12.4119,1439682160718,[u'46,764']
TNGO,$8.03,1439682160759,[u'131,697']
TLF,$7.99,1439682160782,[u'20,823']
TANH,$23.21,1439682160889,[u'43,342']
TEDU,$12.7739,1439682161076,[u'91,619']
TRGT,$2.41,1439682161277,[u'100']
TASR,$23.97,1439682161415,[u'651,794']
TAYD,$12.89,1439682161437,[u'28']
TATT,$7.1252,1439682161495,[u'300']
TEAR,$2.83,1439682161527,[u'33,489']
TECD,$58.92,1439682161549,[u'131,809']
TCPC,$15.67,1439682161568,[u'93,336']
TTGT,$10.03,1439682161647,[u'41,012']
TCCO,$3.14,1439682161759,[u'2,076']
TGEN,$3.9,1439682161847,[u'6,895']
TSYS,$3.43,1439682161864,[u'56,760']
TECU,$4.97,1439682161884,[u'21,624']
TGLS,$14.09,1439682161907,[u'55,939']
TNAV,$7.29,1439682161943,[u'74,836']
TTEC,$28.81,1439682161981,[u'31,659']
TENX,$3.69,1439682162129,[u'5,993']
TERP,$25.5,1439682162257,[u'1,118,086']
GLBL,$10.56,1439682162287,[u'524,332']
TRTLU,NULL,1439682162324,[]
TRTL,NULL,1439682162402,[]
TSRO,$50.68,1439682162492,[u'193,693']
TRTLW,NULL,1439682162515,[]
TESO,$8.76,1439682162548,[u'168,790']
TSLA,$243.3,1439682162616,[u'2,143,845']
TESS,$23.24,1439682162640,[u'4,239']
TTEK,$27.11,1439682162659,[u'396,026']
TSRA,$34.58,1439682162750,[u'208,569']
TBNK,$25.922,1439682162772,[u'15,330']
TLOG,$2.49,1439682162828,[u'12,354']
TTPH,$43.31,1439682162854,[u'162,880']
TCBI,$57.23,1439682162956,[u'121,234']
TCBIW,NULL,1439682163189,[]
TCBIP,$25.59,1439682163206,[u'2,453']
TCBIL,$25.4,1439682163227,[u'616']
TXN,$50.64,1439682163270,[u'3,460,146']
TGTX,$15.29,1439682163317,[u'291,845']
TXRH,$38.76,1439682163339,[u'233,201']
ABCO,$50.37,1439682163420,[u'152,230']
TFSL,$17.5735,1439682163519,[u'149,084']
ANDE,$38.07,1439682163563,[u'71,805']
TBBK,$7.94,1439682163584,[u'42,357']
BONT,$3.99,1439682163617,[u'72,216']
CG,$24.79,1439682163690,[u'509,133']
CAKE,$57.1,1439682163755,[u'178,938']
CHEF,$16.84,1439682163838,[u'54,474']
DSGX,$17.13,1439682163931,[u'3,706']
ENSG,$48.42,1439682164037,[u'72,224']
XONE,$7.61,1439682164060,[u'100,966']
TCFC,$22.87,1439682164076,[u'792']
DXYN,$11.19,1439682164115,[u'36,155']
FINL,$28.0625,1439682164170,[u'430,554']
FBMS,$17.5,1439682164194,[u'1,244']
FLIC,$26.76,1439682164283,[u'7,498']
TFM,$29.61,1439682164306,[u'391,761']
GT,$31.95,1439682164437,[u'1,767,516']
HABT,$26.04,1439682164465,[u'422,011']
HAIN,$68.3118,1439682164538,[u'434,260']
HCKT,$14.89,1439682164598,[u'148,744']
CUBA,$9.33,1439682164619,[u'130,451']
INTG,$30.47,1439682164660,[u'487']
JYNT,$8.88,1439682164704,[u'3,092']
KHC,$76.38,1439682164778,[u'2,083,863']
MIDD,$120.3156,1439682164942,[u'239,499']
MSG,$77.03,1439682164971,[u'240,208']
MIK,$25.5769,1439682164982,[u'180,157']
KEYW,$7.8,1439682165003,[u'126,106']
MDCO,$30.27,1439682165025,[u'766,105']
NAVG,$78.75,1439682165099,[u'13,395']
NDAQ,$53.5399,1439682165118,[u'570,934']
STKS,$3.6,1439682165208,[u'561']
PCLN,$1285.21,1439682165416,[u'341,786']
PRSC,$46.81,1439682165440,[u'42,143']
SPNC,$15.83,1439682165501,[u'503,643']
ULTI,$191.18,1439682165543,[u'104,629']
NCTY,NULL,1439682165641,[]
TBPH,$11.94,1439682165693,[u'252,937']
THRX,$13.74,1439682165713,[u'157,050']
YORW,$21.22,1439682165742,[u'15,834']
TST,$1.765,1439682165765,[u'37,701']
THOR,$63.25,1439682165856,[u'158,831']
THLD,$4.2,1439682165884,[u'535,575']
THTI,$0.57,1439682166020,[u'12,710']
TICC,$6.64,1439682166040,[u'105,526']
TIGR,$0.3229,1439682166062,[u'2,240']
TCRD,$12.21,1439682166171,[u'52,552']
TTS,$14,1439682166221,[u'105,710']
TIL,$3.75,1439682166365,[u'7,325']
TSBK,$10.87,1439682166384,[u'3,081']
TITN,$14.19,1439682166419,[u'46,870']
TIVO,$9.4789,1439682166521,[u'424,748']
TIPT,$5.84,1439682166542,[u'15,161']
TKAI,$12.67,1439682166563,[u'47,623']
TNXP,$6.95,1439682166588,[u'224,866']
TBRA,$13.56,1439682166643,[u'14,152']
TOPS,$1.1,1439682166761,[u'36,046']
TISA,$3.96,1439682166857,[u'27,471']
TSEM,$13.92,1439682167004,[u'209,527']
TRNX,$24.1,1439682167015,[u'64,997']
TRCH,$1,1439682167034,[u'223,373']
TW,$125.48,1439682167059,[u'237,753']
TWER,$1.98,1439682167162,[u'45,603']
CLUB,$2.02,1439682167267,[u'46,706']
TOWN,$18.43,1439682167301,[u'79,086']
TCON,$11.8,1439682167325,[u'10,919']
TSCO,$93.1,1439682167373,[u'352,059']
TSRE,$7,1439682167397,[u'21,778']
TWMC,$3.59,1439682167442,[u'1,392']
TACT,$8,1439682167486,[u'3,052']
TRNS,$8.99,1439682167557,[u'408']
TGA,$2.95,1439682167713,[u'85,677']
TBIO,$1.25,1439682167750,[u'109,617']
TZOO,$8.79,1439682167787,[u'29,617']
TTHI,$2.87,1439682167861,[u'434,735']
TCBK,$25.31,1439682167920,[u'30,709']
TRVN,$6.5,1439682167954,[u'201,934']
TRS,$17.29,1439682167972,[u'108,198']
TRIL,$19.24,1439682168019,[u'54,111']
TRIB,$16.2585,1439682168094,[u'38,908']
TRMB,$19.99,1439682168135,[u'752,300']
TRIP,$72.49,1439682168234,[u'606,386']
TSC,$12.23,1439682168313,[u'17,219']
TBK,$14.29,1439682168338,[u'38,712']
TRIV,$5.49,1439682168357,[u'8,720']
TROV,$6.1,1439682168414,[u'474,380']
TROVW,NULL,1439682168624,[]
TRUE,$5.41,1439682168678,[u'612,321']
THST,$2.7464,1439682168689,[u'300']
TRST,$6.18,1439682168712,[u'209,623']
TRMK,$24.04,1439682168738,[u'117,391']
TROVU,NULL,1439682168753,[]
TSRI,$4.49,1439682168809,[u'6,594']
TTMI,$7.62,1439682168852,[u'567,449']
TUES,$9.46,1439682169067,[u'135,053']
TUBE,$11.27,1439682169090,[u'158,280']
TCX,$24.9828,1439682169108,[u'54,442']
TOUR,$15.7144,1439682169158,[u'148,012']
TUTI,$24.24,1439682169281,[u'100']
HEAR,$2.25,1439682169302,[u'19,087']
TUTT,$24.24,1439682169355,[u'100']
PRTS,$2.24,1439682169496,[u'2,673']
FOX,$29.7023,1439682169543,[u'1,931,403']
FOXA,$30.31,1439682169555,[u'12,242,120']
TRCB,$9.13,1439682169581,[u'31']
TWIN,$14.69,1439682169593,[u'23,957']
USCR,$56.45,1439682169619,[u'90,570']
USEG,$0.629,1439682169652,[u'39,201']
GROW,$2.35,1439682169817,[u'278']
UBIC,NULL,1439682169895,[]
ULTA,$171.04,1439682169990,[u'245,485']
UBNT,$32.71,1439682170057,[u'144,352']
UFPT,$21.69,1439682170078,[u'3,150']
RARE,$110.51,1439682170125,[u'238,903']
UCTT,$7.45,1439682170162,[u'76,195']
ULBI,$4.5,1439682170191,[u'3,923']
UTEK,$16.65,1439682170265,[u'202,163']
ULTR,$0.9,1439682170289,[u'12,716']
UMBF,$54.57,1439682170309,[u'103,650']
UNAM,$9.5,1439682170398,[u'822']
UNIS,$1.36,1439682170441,[u'859,333']
UMPQ,$17.372,1439682170470,[u'521,610']
UBSH,$24.35,1439682170538,[u'94,095']
UNB,$26.78,1439682170679,[u'15']
UNXL,$0.94,1439682170750,[u'191,378']
QURE,$25.2163,1439682170876,[u'124,606']
UBCP,$8.53,1439682170887,[u'4,326']
UBSI,$39.9,1439682170913,[u'114,228']
UCBA,$13.97,1439682170924,[u'19']
UBOH,$15.88,1439682170943,[u'922']
UCFC,$5.04,1439682171064,[u'34,185']
UCBI,$20.8,1439682171079,[u'66,644']
UDF,$17.89,1439682171266,[u'65,682']
UBNK,$13.34,1439682171293,[u'84,510']
UFCS,$36.45,1439682171318,[u'43,451']
UNFI,$46.78,1439682171334,[u'468,972']
UIHC,$14.36,1439682171376,[u'80,361']
UNTD,$12.13,1439682171479,[u'43,945']
UBFO,$5.09,1439682171611,[u'1,200']
USLM,$53.75,1439682171641,[u'9,607']
USBI,$8.85,1439682171727,[u'3,075']
UNTY,$10.05,1439682171754,[u'21,213']
UTHR,$164.74,1439682171775,[u'151,845']
UG,$19.24,1439682171795,[u'647']
UEIC,$48.44,1439682171881,[u'44,978']
OLED,$38.72,1439682171929,[u'398,528']
UFPI,$63.9077,1439682172028,[u'47,023']
USAP,$12.76,1439682172099,[u'7,270']
UACL,$20.42,1439682172135,[u'27,562']
UVSP,$19.75,1439682172172,[u'11,014']
UPIP,$0.745,1439682172192,[u'50,978']
UPLD,$7.95,1439682172312,[u'15,137']
URRE,$0.93,1439682172360,[u'33,402']
URBN,$32.25,1439682172397,[u'1,287,926']
ECOL,$51.52,1439682172438,[u'55,209']
DTUS,$31.8,1439682172505,[u'750']
DTYS,$20.18,1439682172560,[u'40,635']
DFVS,NULL,1439682172579,[]
DTYL,NULL,1439682172629,[]
FLAT,NULL,1439682172704,[]
DLBS,$20.98,1439682172810,[u'4,160']
DLBL,NULL,1439682172851,[]
STPP,NULL,1439682172937,[]
USAT,$3.1,1439682172975,[u'36,477']
USATP,NULL,1439682173017,[]
USAK,$21,1439682173042,[u'18,606']
USMD,$7.25,1439682173053,[u'2,721']
UTMD,$51.64,1439682173172,[u'2,959']
UTIW,$7.91,1439682173202,[u'867,801']
UTSI,$1.95,1439682173276,[u'69,177']
VALX,$25.628,1439682173336,[u'776']
VNDA,$12.03,1439682173370,[u'444,221']
VALU,$13.84,1439682173389,[u'169']
VNQI,$55.06,1439682173506,[u'156,532']
VWOB,$75.92,1439682173526,[u'21,887']
VGIT,$64.75,1439682173606,[u'19,588']
VCIT,$84.58,1439682173669,[u'247,892']
VGLT,$76.64,1439682173691,[u'17,874']
VCLT,$86.94,1439682173721,[u'180,887']
VMBS,$53.06,1439682173767,[u'61,578']
VNR,$8.92,1439682173826,[u'448,578']
VNRAP,$22.04,1439682173850,[u'20,424']
VNRBP,$17.22,1439682173951,[u'21,126']
VNRCP,$17.61,1439682174022,[u'34,657']
VONE,$97.12,1439682174068,[u'10,127']
VONV,$90,1439682174267,[u'7,496']
VONG,$103.78,1439682174297,[u'5,953']
VTWG,$109.69,1439682174339,[u'6,254']
VTWO,$97.04,1439682174384,[u'10,572']
VTWV,$85.22,1439682174405,[u'3,784']
VTHR,$96.79,1439682174424,[u'387']
VGSH,$61.04,1439682174503,[u'45,662']
VCSH,$79.35,1439682174538,[u'283,773']
VTIP,$48.36,1439682174742,[u'81,978']
BNDX,$52.93,1439682174931,[u'948,346']
VXUS,$49.2,1439682175117,[u'277,130']
VPCO,$0.8,1439682175307,[u'31,592']
VPCOU,$10.35,1439682175327,[u'4,000']
VRNS,$23.49,1439682175401,[u'68,416']
VDSI,$18.7,1439682175436,[u'476,446']
VBLT,$5.34,1439682175502,[u'43,786']
VASC,$37.64,1439682175526,[u'35,884']
WOOF,$58.28,1439682175543,[u'132,747']
VECO,$23.09,1439682175679,[u'129,136']
VBIV,$2.51,1439682175708,[u'38']
APPY,$0.4099,1439682175727,[u'17,830']
VRA,$11.05,1439682175784,[u'236,702']
VSTM,$7.52,1439682175857,[u'122,094']
VCEL,$3.43,1439682175876,[u'46,719']
VCYT,$9.18,1439682175909,[u'56,651']
VRNT,$58,1439682175927,[u'210,147']
VRSN,$71.09,1439682176191,[u'480,860']
VRML,$1.93,1439682176340,[u'1,542']
VSAR,$16.84,1439682176364,[u'76,364']
VBTX,$16.05,1439682176380,[u'3,578']
VRTB,NULL,1439682176511,[]
VRTA,$3.3401,1439682176533,[u'207']
VTNR,$2.45,1439682176555,[u'58,821']
VRTX,$136.88,1439682176580,[u'565,789']
VRSK,$76.8,1439682176665,[u'291,325']
VIA,$44.9188,1439682176681,[u'64,950']
VSAT,$61.09,1439682176708,[u'119,254']
VIAV,$5.68,1439682176743,[u'2,526,090']
VIAB,$44,1439682176910,[u'3,724,569']
VICR,$11.42,1439682176942,[u'31,505']
VICL,$0.6297,1439682177008,[u'69,188']
VBND,$49.49,1439682177043,[u'38,017']
VGGL,$1.35,1439682177265,[u'96,079']
VDTH,$11.91,1439682177308,[u'17,264']
VIDI,$21.66,1439682177455,[u'77,805']
VUSE,$26.34,1439682177502,[u'107,075']
VLGEA,$28.55,1439682177522,[u'12,804']
VKTX,$7.52,1439682177554,[u'7,620']
VBFC,NULL,1439682177602,[]
VIP,$5.43,1439682177631,[u'1,033,023']
VIMC,$11.42,1439682177651,[u'64,411']
VIRC,$2.54,1439682177709,[u'399']
VNOM,$16.1224,1439682177827,[u'44,544']
VA,$35.14,1439682177850,[u'256,764']
VSCP,$2.31,1439682177979,[u'1,650']
VIRT,$21.1,1439682178042,[u'163,474']
VRTS,$126.4,1439682178174,[u'43,798']
VRTU,$50.26,1439682178194,[u'139,214']
VISN,$10.4,1439682178218,[u'7,389']
VTAE,$8.28,1439682178336,[u'32,727']
VIIX,$21.56,1439682178403,[u'66,869']
VIIZ,NULL,1439682178425,[]
VTL,$14.53,1439682178444,[u'123,451']
VVUS,$1.16,1439682178544,[u'661,328']
VLTC,$8.36,1439682178578,[u'756,874']
VOD,$37.53,1439682178598,[u'998,684']
VRNG,$0.6424,1439682178688,[u'225,324']
VOXX,$7.89,1439682178777,[u'29,776']
VSEC,$46.39,1439682178864,[u'3,629']
VUZI,$4.11,1439682178955,[u'156,835']
WBA,$92.1,1439682179010,[u'1,687,240']
WGBS,$1.34,1439682179032,[u'16,316']
VTVT,$8.03,1439682179092,[u'24,689']
WRES,$0.4108,1439682179133,[u'234,152']
VWR,$27.2344,1439682179172,[u'165,115']
WAFD,$23.25,1439682179250,[u'197,547']
WAFDW,$5.7,1439682179294,[u'100']
WASH,$39.94,1439682179328,[u'12,522']
WFBI,$18.63,1439682179415,[u'767']
WSBF,$13.15,1439682179457,[u'35,485']
WAVX,$0.14,1439682179484,[u'366,770']
WAYN,$12.78,1439682179559,[u'2,220']
WDFC,$89,1439682179745,[u'43,571']
WSTG,$17.49,1439682179773,[u'2,949']
FLAG,NULL,1439682179784,[]
WWWW,$24.18,1439682179803,[u'194,165']
WBMD,$43.35,1439682179946,[u'154,961']
WB,$13.6,1439682179966,[u'156,787']
WEN,$9.96,1439682180048,[u'1,142,065']
WEBK,$19.64,1439682180086,[u'7']
WTBA,$19.49,1439682180144,[u'13,273']
WERN,$28.45,1439682180155,[u'201,476']
WSBC,$31.928,1439682180188,[u'76,916']
WSTC,$26.18,1439682180294,[u'243,505']
WMAR,$9.02,1439682180314,[u'26,920']
WABC,$48.78,1439682180401,[u'57,359']
WBB,$17.68,1439682180468,[u'20']
WSTL,$1.13,1439682180512,[u'14,128']
WFD,$7.44,1439682180595,[u'35,461']
WDC,$82.5,1439682180616,[u'618,872']
WPRT,$3.77,1439682180670,[u'67,940']
WLB,$12.16,1439682180776,[u'218,669']
WHLR,$1.94,1439682180814,[u'5,056']
WEYS,$28,1439682180850,[u'3,215']
WHLRP,$22.41,1439682180900,[u'2,675']
WHF,$12.62,1439682180978,[u'9,382']
